claim_id,page_id,texto_publicado,valor,unidad,tipo_de_medida,poblacion,territorio,periodo_de_datos,periodo_de_recogida,fecha_publicacion,metodo,fuente,fuente_primaria,url_doi,intervalo_incertidumbre,coincidencia_fuente_web,limitacion,comparability,atomicidad,derivado,formula_op,numerador,denominador,formula,redondeo,tolerancia,decision,correccion_propuesta,fecha_consulta
trastorno-del-desarrollo-de-la-coordinacion-c02,trastorno-del-desarrollo-de-la-coordinacion,Prevalencia agrupada infantil: 5 %.,5,porcentaje,prevalencia observada agrupada,"niños, población general",Internacional,estudios hasta 2023,NO_ESPECIFICADO_SEPARADAMENTE,2024,metaanálisis,Meta-análisis DCD,SI,https://pubmed.ncbi.nlm.nih.gov/39391054/,NO_APLICA,SI,Estimación agrupada; heterogeneidad entre estudios.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
trastorno-del-desarrollo-de-la-coordinacion-c03,trastorno-del-desarrollo-de-la-coordinacion,7 % en niños varones.,7,porcentaje,prevalencia agrupada de subgrupo,niños varones,Internacional,estudios hasta 2023,NO_ESPECIFICADO_SEPARADAMENTE,2024,subgrupo de metaanálisis,Meta-análisis DCD,SI,https://pubmed.ncbi.nlm.nih.gov/39391054/,IC95% 4–10,SI,Subgrupos no equivalen a estimaciones nacionales.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
trastorno-del-desarrollo-de-la-coordinacion-c04,trastorno-del-desarrollo-de-la-coordinacion,4 % en niñas.,4,porcentaje,prevalencia agrupada de subgrupo,niñas,Internacional,estudios hasta 2023,NO_ESPECIFICADO_SEPARADAMENTE,2024,subgrupo de metaanálisis,Meta-análisis DCD,SI,https://pubmed.ncbi.nlm.nih.gov/39391054/,IC95% 3–7,SI,Subgrupos no equivalen a estimaciones nacionales.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
trastorno-del-desarrollo-de-la-coordinacion-c05,trastorno-del-desarrollo-de-la-coordinacion,4 % en Asia.,4,porcentaje,prevalencia agrupada de subgrupo,Asia,Internacional,estudios hasta 2023,NO_ESPECIFICADO_SEPARADAMENTE,2024,subgrupo de metaanálisis,Meta-análisis DCD,SI,https://pubmed.ncbi.nlm.nih.gov/39391054/,IC95% 2–8,SI,Subgrupos no equivalen a estimaciones nacionales.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
trastorno-del-desarrollo-de-la-coordinacion-c06,trastorno-del-desarrollo-de-la-coordinacion,2 % en Europa.,2,porcentaje,prevalencia agrupada de subgrupo,Europa,Internacional,estudios hasta 2023,NO_ESPECIFICADO_SEPARADAMENTE,2024,subgrupo de metaanálisis,Meta-análisis DCD,SI,https://pubmed.ncbi.nlm.nih.gov/39391054/,IC95% 2–2,SI,Subgrupos no equivalen a estimaciones nacionales.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
trastorno-del-desarrollo-de-la-coordinacion-c07,trastorno-del-desarrollo-de-la-coordinacion,6 % en Norteamérica.,6,porcentaje,prevalencia agrupada de subgrupo,Norteamérica,Internacional,estudios hasta 2023,NO_ESPECIFICADO_SEPARADAMENTE,2024,subgrupo de metaanálisis,Meta-análisis DCD,SI,https://pubmed.ncbi.nlm.nih.gov/39391054/,IC95% 3–10,SI,Subgrupos no equivalen a estimaciones nacionales.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
trastorno-del-desarrollo-del-lenguaje-un-estudio-poblacional-de-referencia-c01,trastorno-del-desarrollo-del-lenguaje-un-estudio-poblacional-de-referencia,"Estudio poblacional de referencia: 7,58 % de trastorno del lenguaje de origen entonces desconocido.",7.58,porcentaje,prevalencia observada,niños al entrar en la escuela,"Surrey, Reino Unido",cohorte de entrada escolar; estudio publicado 2016,NO_ESPECIFICADO_SEPARADAMENTE,2016,estudio poblacional con ponderación,Norbury et al. 2016,SI,https://doi.org/10.1111/jcpp.12573,IC95% 5.33–10.66,SI,Fuente histórica de referencia; no se presenta como estimación mundial actual.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,HISTORICO_CONSERVAR,NO_APLICA,2026-09-21
trastornos-de-ansiedad-c01,trastornos-de-ansiedad,359 millones de personas tenían un trastorno de ansiedad en 2021.,359,millones de personas,conteo absoluto modelizado,personas con trastorno de ansiedad,Mundo,2021,NO_ESPECIFICADO_SEPARADAMENTE,2025-09-08,OMS sobre GBD 2021,OMS · Trastornos de ansiedad,NO,https://www.who.int/es/news-room/fact-sheets/detail/anxiety-disorders,NO_APLICA,SI,Síntesis oficial basada en GBD; no recuento de diagnósticos.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
trastornos-de-ansiedad-c02,trastornos-de-ansiedad,"4,4 % de la población mundial vive actualmente con un trastorno de ansiedad.",4.4,porcentaje,prevalencia modelizada,población mundial,Mundo,GBD 2021 usado en ficha 2025,NO_ESPECIFICADO_SEPARADAMENTE,2025-09-08,OMS sobre GBD 2021,OMS · Trastornos de ansiedad,NO,https://www.who.int/es/news-room/fact-sheets/detail/anxiety-disorders,NO_APLICA,SI,Síntesis oficial; año de referencia de prevalencia debe mantenerse junto a GBD 2021.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
trastornos-de-ansiedad-c03,trastornos-de-ansiedad,72 millones de niños y adolescentes tenían un trastorno de ansiedad en 2021.,72,millones de niños y adolescentes,conteo absoluto modelizado,niños y adolescentes con trastorno de ansiedad,Mundo,2021,NO_ESPECIFICADO_SEPARADAMENTE,2025,OMS sobre GBD 2021,OMS · Mental disorders,NO,https://www.who.int/news-room/fact-sheets/detail/mental-disorders,NO_APLICA,NO_FUENTE_NO_ENLAZADA,"La cifra es correcta, pero la URL que la respalda no figura en la ficha actual.",NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,REQUIERE_CORRECCION,Añadir la fuente OMS · Mental disorders a la sección Fuentes.,2026-09-21
trastornos-de-ansiedad-c04,trastornos-de-ansiedad,"27,6 % de quienes necesitan tratamiento reciben alguno.",27.6,porcentaje,brecha de tratamiento / encuesta,personas que necesitan atención por trastorno de ansiedad,21 países / World Mental Health Surveys,estudio citado por OMS,NO_ESPECIFICADO_SEPARADAMENTE,2025-09-08,síntesis OMS de World Mental Health Surveys,OMS · Trastornos de ansiedad,NO,https://www.who.int/es/news-room/fact-sheets/detail/anxiety-disorders,NO_APLICA,SI,No es una cobertura mundial censal; se basa en encuestas de 21 países.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
trastornos-de-ansiedad-c04b,trastornos-de-ansiedad,Representación aproximada publicada: alrededor de 1 de cada 4 personas que necesitan tratamiento recibe alguno.,4,"N en ""1 de cada N""",conversión equivalente,personas que necesitan atención por trastorno de ansiedad,21 países / World Mental Health Surveys,estudio citado por OMS,NO_ESPECIFICADO_SEPARADAMENTE,2025-09-08,síntesis OMS de World Mental Health Surveys,OMS · Trastornos de ansiedad,NO,https://www.who.int/es/news-room/fact-sheets/detail/anxiety-disorders,NO_APLICA,DERIVADO_DE_VALORES_FUENTE,No es una cobertura mundial censal; se basa en encuestas de 21 países.,LIMITADA,ATOMICO,SI,ONE_IN_N_FROM_PERCENT,27.6,100,100/27.6,NEAREST_INTEGER,0.000000001,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
