id,nombre,organismo,jurisdiccion,nivel_jurisdiccion,categoria,url_oficial,tipo_recurso,fecha_consulta,situacion_actual,fecha_apertura,fecha_cierre,recurrente,proxima_convocatoria_conocida,proxima_revision,fuente_primaria,url_anterior,resultado_url,nueva_url_oficial,observaciones
la-palma-autonomia-discapacidad-dependencia,"La Palma: ayudas para autonomía, ayudas técnicas y adaptación de vivienda",Cabildo Insular de La Palma · Acción Social,Canarias,comunidad autónoma,Discapacidad y dependencia,https://sedeelectronica.cabildodelapalma.es/sta/Relec/CatalogDetail?action=info&dboidProcedure=6262600049833074707769&dboidRequest=6269000049834263407769&urlBack=,subvención,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sedeelectronica.cabildodelapalma.es/sta/Relec/CatalogDetail?action=info&dboidProcedure=6262600049833074707769&dboidRequest=6269000049834263407769&urlBack=,POR VERIFICAR,,"Base original: Subvenciones para promover la autonomía personal de personas con discapacidad, diversidad funcional o dependencia mediante ayudas técnicas, productos de apoyo y actuaciones de accesibilidad o adaptación de la vivienda habitual. | Quién: Personas físicas residentes en La Palma con grado de dependencia reconocido y/o condición legal de discapacidad; para obras de vivienda deben cumplir además las condiciones de titularidad, usufructo o autorización previstas. Los menores pueden ser representados por sus progenitores o representantes legales. | Documentos: Solicitud, acreditación de identidad y residencia, resolución de discapacidad o dependencia, presupuestos/facturas y documentación sobre la vivienda cuando se solicite adaptación o accesibilidad. | Nota: Las ayudas técnicas son complementarias a la cobertura del sistema sanitario: puede subvencionarse la diferencia entre lo cubierto y el coste acreditado, dentro de los máximos establecidos. | Cuantía: Hasta 3.000 € para ayudas técnicas · hasta 6.000 € para accesibilidad y adaptación de vivienda"
can-dependencia-prestaciones,Prestaciones económicas de dependencia en Canarias,Gobierno de Canarias,Canarias,comunidad autónoma,Discapacidad y dependencia,https://www.gobiernodecanarias.org/bienestarsocial/dependencia/prestaciones-economicas/,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.gobiernodecanarias.org/bienestarsocial/dependencia/prestaciones-economicas/,POR VERIFICAR,,"Base original: Información sobre las prestaciones económicas del sistema de dependencia que pueden incorporarse al PIA según necesidades y requisitos. | Quién: Personas o familias residentes en Canarias que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según grado, PIA y capacidad económica"
tenerife-cheque-guarderia-2026,Tenerife: Cheque Guardería 2026-2027,Cabildo de Tenerife,Canarias,comunidad autónoma,Educación y comedor,https://www.tenerife.es/w/el-cabildo-impulsa-la-cuarta-edici%C3%B3n-del-cheque-guarder%C3%ADa-para-aliviar-los-gastos-de-las-familias-con-hijos-peque%C3%B1os,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.tenerife.es/w/el-cabildo-impulsa-la-cuarta-edici%C3%B3n-del-cheque-guarder%C3%ADa-para-aliviar-los-gastos-de-las-familias-con-hijos-peque%C3%B1os,POR VERIFICAR,,"Base original: Ayuda del Cabildo para gastos de escolarización en centros infantiles de 0 a 3 años. Puede cubrir matrícula, custodia, higiene, alimentación y vestuario escolar, con libertad de elección de centro autorizado. | Quién: Familias con menores matriculados en centros de Educación Infantil de Tenerife que cumplan los requisitos económicos, de residencia y escolarización de la convocatoria 2026-2027. | Documentos: Solicitud telemática y documentación de matrícula, unidad familiar, residencia, ingresos y gasto según las bases. | Nota: Debe comprobarse con otras ayudas que financien los mismos gastos de escuela infantil; no puede existir sobrefinanciación. | Cuantía: Hasta 800 € por menor"
grancanaria-inmersion-ingles-2026,Gran Canaria: 63 becas de inmersión lingüística para 4.º de ESO · 2026,Cabildo de Gran Canaria · Educación y Juventud,Canarias,comunidad autónoma,Educación y comedor,https://grancanariajoven.grancanaria.com/contenido/programa-de-inmersion-lingueistica-de-gran-canaria-2026-dirigido-al-alumnado-que-curse-4o-de-eso-en-el-curso-escolar-2026-2027-en-centros-educativos-de-la-isla-de-gran-canaria/4421,beca,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://grancanariajoven.grancanaria.com/contenido/programa-de-inmersion-lingueistica-de-gran-canaria-2026-dirigido-al-alumnado-que-curse-4o-de-eso-en-el-curso-escolar-2026-2027-en-centros-educativos-de-la-isla-de-gran-canaria/4421,POR VERIFICAR,,"Base original: Programa insular de inmersión lingüística para alumnado que cursará 4.º de ESO en 2026-2027, con estancia de tres meses en Irlanda durante el primer trimestre del curso. | Quién: Alumnado de 4.º ESO en centros sostenidos con fondos públicos de Gran Canaria que cumpla requisitos académicos, residencia mínima de dos años y límite de renta familiar por miembro. | Documentos: Solicitud, DNI/NIE/pasaporte, calificaciones, empadronamiento, documentación de renta y, cuando proceda, título de familia numerosa o certificado médico por alergias, discapacidad u otras necesidades. | Nota: No puede haberse obtenido otra ayuda con la misma finalidad en 2026. | Cuantía: 63 becas en especie para estancia formativa de tres meses en Irlanda"
fuerteventura-neae-2026,Fuerteventura: becas insulares NEAE 2026,Cabildo de Fuerteventura · Educación,Canarias,comunidad autónoma,Educación y comedor,https://transparencia.cabildofuer.es/es/importe-objetivo-o-finalidad-descripcion-de-las-posibles-personas-beneficiarias-y-en-el-caso-de-las?field_date_value%5Bmax%5D=&field_date_value%5Bmin%5D=&field_name_value=&items_per_page=5&name=&order=field_date&page=2&sort=desc,beca,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://transparencia.cabildofuer.es/es/importe-objetivo-o-finalidad-descripcion-de-las-posibles-personas-beneficiarias-y-en-el-caso-de-las?field_date_value%5Bmax%5D=&field_date_value%5Bmin%5D=&field_name_value=&items_per_page=5&name=&order=field_date&page=2&sort=desc,POR VERIFICAR,,"Base original: Convocatoria insular de becas para necesidades específicas de apoyo educativo. El Cabildo mantiene una línea propia complementaria a las ayudas educativas estatales y autonómicas. | Quién: Alumnado que reúna las condiciones de necesidades específicas de apoyo educativo previstas en la convocatoria y los requisitos de residencia/escolarización correspondientes. | Documentos: La convocatoria se tramita con la documentación educativa, acreditación de necesidad o discapacidad y justificantes exigidos; en determinadas modalidades interviene el centro educativo. | Nota: Debe comprobarse la coordinación con las ayudas NEAE estatales y cualquier otra ayuda destinada al mismo recurso educativo. | Cuantía: Cuantía según grado/necesidad y bases de la convocatoria 2026"
can-becas-educacion,Becas y ayudas del Gobierno de Canarias para alumnado y familias,Gobierno de Canarias,Canarias,comunidad autónoma,Educación y comedor,https://www.gobiernodecanarias.org/educacion/web/alumnado-familias/becas_ayudas_subvenciones/becas-gobierno-canarias/index.html,subvención,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.gobiernodecanarias.org/educacion/web/alumnado-familias/becas_ayudas_subvenciones/becas-gobierno-canarias/index.html,POR VERIFICAR,,"Base original: Punto oficial de acceso a becas, ayudas y subvenciones educativas autonómicas para distintos niveles y necesidades. | Quién: Personas o familias residentes en Canarias que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
can-libros,Libros y material escolar 2026-2027,Gobierno de Canarias,Canarias,comunidad autónoma,Libros y material,https://www.gobiernodecanarias.org/educacion/web/alumnado-familias/becas_ayudas_subvenciones/becas-gobierno-canarias/ayuda_libros_texto/index.html,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.gobiernodecanarias.org/educacion/web/alumnado-familias/becas_ayudas_subvenciones/becas-gobierno-canarias/ayuda_libros_texto/index.html,POR VERIFICAR,,"Base original: Canarias combina gratuidad directa de libros para determinados cursos con ayudas condicionadas a renta para otros niveles. | Quién: Según curso, centro, renta y composición familiar. | Documentos: Solicitud cuando corresponda y documentación económica/familiar. | Nota: Revisar si el alumno ya está cubierto por la modalidad gratuita antes de solicitar ayuda. | Cuantía: Gratuidad directa en determinados niveles; ayudas por renta en otros"
can-temprana,Atención Temprana 0-6,Gobierno de Canarias,Canarias,comunidad autónoma,Terapias y atención temprana,https://www.gobiernodecanarias.org/boc/2019/090/003.html,servicio,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.gobiernodecanarias.org/boc/2019/090/003.html,POR VERIFICAR,,"Base original: Red pública coordinada entre sanidad, educación y servicios sociales para menores con trastornos del desarrollo o riesgo. | Quién: Menores de 0 a 6 años que cumplan criterios de necesidad. | Documentos: Derivación/valoración según circuito autonómico. | Nota: Revisar financiación duplicada del mismo tratamiento. | Cuantía: Universal y gratuita"
can-familia-numerosa,Reconocimiento y título de familia numerosa en Canarias,Gobierno de Canarias,Canarias,comunidad autónoma,Familia,https://sede.gobiernodecanarias.org/sede/tramites/2058,bonificación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.gobiernodecanarias.org/sede/tramites/2058,POR VERIFICAR,,"Base original: Trámite autonómico para reconocer la condición de familia numerosa y acceder a la expedición o renovación del título y sus bonificaciones. | Quién: Personas o familias residentes en Canarias que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Título acreditativo y acceso a beneficios"
can-renta-ciudadania,Renta Canaria de Ciudadanía,Gobierno de Canarias,Canarias,comunidad autónoma,Ingresos y prestaciones,https://sede.gobiernodecanarias.org/sede/tramites/7441,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://sede.gobiernodecanarias.org/sede/tramites/7441,POR VERIFICAR,,"Base original: Prestación económica acompañada de apoyos sociales dirigida a personas y familias en situación de vulnerabilidad económica y social. | Quién: Personas o familias residentes en Canarias que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según modalidad, unidad de convivencia e ingresos"
tenerife-transporte-estudios-2026,Tenerife: ayuda al transporte para estudios fuera de la isla 2026-2027,Cabildo de Tenerife,Canarias,comunidad autónoma,Transporte,https://www.tenerife.es/becas-y-ayudas-al-estudio,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.tenerife.es/becas-y-ayudas-al-estudio,POR VERIFICAR,,"Base original: Ayuda para alumnado que cursa presencialmente fuera de Tenerife estudios oficiales de grado, máster o doctorado; también incluye determinados participantes SICUE de la Universidad de La Laguna. | Quién: Estudiantes que cumplan matrícula, residencia y demás requisitos académicos/económicos de la convocatoria insular. | Documentos: Solicitud, matrícula, residencia, datos académicos y documentación económica que exija la convocatoria. | Nota: La modalidad de ayuda al transporte es compatible con ayudas de otras entidades públicas o privadas, sin límite de cuantía, según la información oficial del Cabildo. | Cuantía: Cuantía según convocatoria y modalidad"
fuerteventura-transporte-estudiante,Fuerteventura: bono de transporte para estudiantes,Cabildo de Fuerteventura · Transportes,Canarias,comunidad autónoma,Transporte,https://www.cabildofuer.es/cabildo/areas-tematicas/transportes-movilidad-y-accesibilidad/bono-transporte/estudiante/,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.cabildofuer.es/cabildo/areas-tematicas/transportes-movilidad-y-accesibilidad/bono-transporte/estudiante/,POR VERIFICAR,,"Base original: Tarifa plana insular para estudiantes que se desplazan en transporte público para asistir a su centro educativo. | Quién: Personas empadronadas en Fuerteventura que cumplan los límites de edad y estén matriculadas en alguno de los estudios admitidos por el Cabildo. | Documentos: Solicitud, fotografía, identificación, empadronamiento y acreditación de matrícula; en menores se exige además la documentación y firma del representante. | Nota: A esta tarifa de 1 € no se aplica otra bonificación o descuento sobre el mismo trayecto. | Cuantía: 1 € por trayecto con la tarjeta de estudiante"
fuerteventura-transporte-discapacidad,Fuerteventura: bono social de transporte por discapacidad,Cabildo de Fuerteventura · Transportes,Canarias,comunidad autónoma,Transporte,https://www.cabildofuer.es/cabildo/areas-tematicas/transportes-movilidad-y-accesibilidad/bono-transporte/social/,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.cabildofuer.es/cabildo/areas-tematicas/transportes-movilidad-y-accesibilidad/bono-transporte/social/,POR VERIFICAR,,"Base original: Tarifa social del transporte regular insular para personas con discapacidad, con posibilidad de incorporar un acompañante identificado cuando corresponda. | Quién: Personas empadronadas en Fuerteventura con discapacidad reconocida igual o superior al 33 %. | Documentos: Solicitud, fotografía, identificación, empadronamiento y certificado oficial de discapacidad; para acompañante se tramita el bono identificativo correspondiente. | Nota: La tarifa social de 1 € no admite otra bonificación adicional sobre el mismo trayecto. | Cuantía: 1 € por trayecto; el acompañante autorizado también puede viajar por 1 €"
